40708
date spi1 spi2 spi3 spi4 spi5 spi6 spi7 spi8 spi9 spi10 spi11 spi12 spi18 spi24 spi36
01/01/1990 1.67 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99
02/01/1990 0.72 1.47 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99
03/01/1990 0.78 0.87 1.33 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99
04/01/1990 0.71 0.97 1.12 1.46 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99
05/01/1990 -2.21 -0.51 -0.04 0.19 0.78 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99
06/01/1990 -0.48 -2.11 -0.74 -0.27 -0.08 0.5 -99 -99 -99 -99 -99 -99 -99 -99 -99
07/01/1990 -0.98 -1 -2.17 -0.91 -0.42 -0.23 0.36 -99 -99 -99 -99 -99 -99 -99 -99
08/01/1990 -0.31 -1.15 -1.08 -2.21 -1 -0.5 -0.3 0.28 -99 -99 -99 -99 -99 -99 -99
09/01/1990 -0.89 -1.12 -2.01 -1.7 -2.44 -1.27 -0.73 -0.51 0.11 -99 -99 -99 -99 -99 -99
10/01/1990 0.47 0.09 -0.12 -0.47 -0.9 -1.96 -1.26 -0.74 -0.48 0.21 -99 -99 -99 -99 -99
11/01/1990 -1.39 -0.55 -0.79 -0.98 -1.2 -1.45 -2.15 -1.61 -1.2 -0.99 -0.35 -99 -99 -99 -99
12/01/1990 0.97 -0.14 -0.05 -0.29 -0.46 -0.63 -0.85 -1.56 -1.13 -0.8 -0.62 -0.05 -99 -99 -99
01/01/1991 -0.45 0.56 -0.49 -0.33 -0.57 -0.73 -0.87 -1.07 -1.68 -1.33 -0.98 -0.79 -99 -99 -99
02/01/1991 0.16 -0.27 0.39 -0.46 -0.34 -0.58 -0.69 -0.82 -0.95 -1.55 -1.22 -0.9 -99 -99 -99
03/01/1991 2.34 1.88 1.4 1.7 0.91 1.02 0.83 0.76 0.61 0.37 -0.2 0.04 -99 -99 -99
04/01/1991 -1.26 1.2 1.08 0.71 1.08 0.39 0.5 0.3 0.22 0.08 -0.12 -0.69 -99 -99 -99
05/01/1991 0.83 -0.27 1.38 1.34 0.98 1.32 0.65 0.81 0.6 0.52 0.35 0.11 -99 -99 -99
06/01/1991 0.31 0.62 -0.23 1.14 1.11 0.85 1.14 0.56 0.69 0.5 0.43 0.28 0.52 -99 -99
07/01/1991 0.08 0.08 0.48 -0.3 1.04 1.01 0.77 1.04 0.49 0.6 0.43 0.36 0.08 -99 -99
08/01/1991 -0.73 -0.51 -0.14 0.34 -0.42 0.92 0.89 0.67 0.94 0.4 0.5 0.33 -0.1 -99 -99
09/01/1991 -1.89 -1.91 -1.51 -0.7 0.06 -0.69 0.74 0.69 0.5 0.78 0.23 0.31 -0.46 -99 -99
10/01/1991 -0.65 -1.17 -1.58 -1.78 -1.52 -0.56 -1.44 0.41 0.36 0.17 0.49 -0.12 -1.06 -99 -99
11/01/1991 -0.42 -1.05 -1.32 -1.58 -1.64 -1.45 -0.74 -1.43 0.01 -0.02 -0.16 0.11 -0.76 -99 -99
12/01/1991 0.9 0.14 -0.43 -0.71 -0.95 -0.99 -0.91 -0.42 -1.02 0.26 0.23 0.09 -0.41 -0.03 -99
01/01/1992 -0.61 0.37 -0.23 -0.81 -1.07 -1.3 -1.29 -1.17 -0.61 -1.27 0.08 0.06 -0.47 -0.5 -99
02/01/1992 0.17 -0.34 0.27 -0.23 -0.79 -1.05 -1.2 -1.19 -1.04 -0.58 -1.15 0.07 -0.38 -0.61 -99
03/01/1992 -0.33 -0.24 -0.47 -0.03 -0.38 -0.85 -1.08 -1.22 -1.23 -1.13 -0.71 -1.19 -0.34 -0.89 -99
04/01/1992 1.82 1.47 1.35 0.9 1.23 0.75 0.41 0.2 0.1 0.04 0.02 0.27 0.41 -0.34 -99
05/01/1992 0.4 1.79 1.39 1.35 0.96 1.26 0.81 0.49 0.26 0.15 0.08 0.05 0.91 0.05 -99
06/01/1992 2.23 1.93 2.61 2.23 2.22 1.83 2.1 1.69 1.55 1.35 1.29 1.17 1.43 1.07 -99
07/01/1992 0.7 2.16 1.79 2.55 2.19 2.19 1.83 2.06 1.67 1.54 1.35 1.29 1.59 1.19 -99
08/01/1992 1.71 1.41 2.27 2 2.72 2.36 2.36 2.01 2.25 1.87 1.76 1.58 1.75 1.44 -99
09/01/1992 0.53 1.2 1.26 2.3 1.91 2.73 2.4 2.38 2.07 2.32 1.91 1.77 1.03 1.58 -99
10/01/1992 -1.28 -0.83 -0.07 0.01 1.76 1.62 2.76 2.41 2.31 1.95 2.18 1.74 1.16 1.12 -99
11/01/1992 0.97 0.19 0.21 0.59 0.63 1.68 1.57 2.44 2.29 2.28 2.05 2.25 1.16 1.49 -99
12/01/1992 0.96 1.08 0.51 0.52 0.89 0.91 1.87 1.79 2.59 2.43 2.43 2.2 1.49 1.54 1.19
01/01/1993 0.65 1.3 1.29 0.69 0.7 1.09 1.08 2.04 1.88 2.79 2.61 2.6 1.7 1.76 1.05
02/01/1993 1.36 1.26 1.63 1.64 1.18 1.17 1.49 1.46 2.22 2.1 2.89 2.73 1.96 2.01 1.18
03/01/1993 0.75 1.24 1.17 1.49 1.59 1.23 1.24 1.52 1.51 2.24 2.18 2.81 2.22 1.54 1.2
04/01/1993 -0.51 0.02 0.68 0.72 1.09 1.35 0.97 0.95 1.25 1.25 2.07 2.01 2.15 1.67 1
05/01/1993 0.17 -0.42 0 0.6 0.68 1.02 1.35 0.99 0.99 1.34 1.31 2.2 2.53 1.67 1.34
06/01/1993 1.41 0.98 0.42 0.62 1.06 1.07 1.36 1.61 1.35 1.34 1.64 1.6 2.48 2.07 1.82
07/01/1993 0.26 1.22 0.85 0.36 0.57 0.99 1.02 1.28 1.53 1.26 1.27 1.56 2.61 2.08 1.85
08/01/1993 0.87 0.49 1.2 0.9 0.44 0.62 1.02 1.05 1.31 1.56 1.3 1.3 2.58 2.15 1.97
09/01/1993 -0.88 -0.06 -0.26 0.88 0.64 0.22 0.44 0.85 0.91 1.18 1.44 1.13 2.65 2.17 1.94
10/01/1993 -0.26 -0.68 -0.54 -0.66 0.41 0.33 -0.13 0.19 0.69 0.79 1.08 1.41 2.05 2.12 1.61
11/01/1993 2.08 1.73 1.47 1.58 1.53 1.86 1.67 1.48 1.65 1.99 2.02 2.24 2.78 2.73 2.37
12/01/1993 0.62 1.91 1.74 1.55 1.72 1.63 1.93 1.77 1.54 1.7 2.04 2.06 2.35 2.75 2.29
01/01/1994 -0.78 -0.1 1.94 1.7 1.46 1.6 1.47 1.8 1.59 1.41 1.56 1.91 2.25 2.84 2.37
02/01/1994 -0.39 -0.86 -0.36 1.7 1.51 1.28 1.35 1.24 1.54 1.39 1.18 1.34 1.8 2.77 2.29
03/01/1994 -0.13 -0.41 -0.67 -0.38 1.35 1.18 1 1.07 1 1.34 1.25 0.99 1.68 2.87 1.75
04/01/1994 -0.41 -0.62 -0.86 -0.98 -0.73 1.11 0.95 0.74 0.81 0.75 1.13 1.06 1.75 2.19 1.99
05/01/1994 0.65 0.04 -0.17 -0.44 -0.61 -0.43 1.3 1.2 0.98 1.07 0.97 1.35 1.69 2.54 2.02
06/01/1994 0.06 0.36 -0.09 -0.24 -0.47 -0.62 -0.47 1.07 0.95 0.77 0.85 0.77 1.3 1.78 2.1
07/01/1994 -0.42 -0.32 0.18 -0.23 -0.36 -0.58 -0.73 -0.57 0.95 0.82 0.64 0.71 1.15 1.66 2.05
08/01/1994 -0.73 -1.02 -0.52 0.03 -0.35 -0.46 -0.67 -0.81 -0.66 0.86 0.71 0.54 0.77 1.36 2.09
09/01/1994 -0.4 -0.91 -1.5 -0.95 -0.17 -0.55 -0.64 -0.84 -0.99 -0.85 0.74 0.57 0.52 1.25 2.09
10/01/1994 -0.21 -0.54 -0.87 -1.24 -1.32 -0.59 -1.02 -1.11 -1.29 -1.42 -1.22 0.62 0.65 1.35 1.97
11/01/1994 2.64 2.36 2.13 2.13 2.03 1.84 1.81 1.67 1.54 1.4 1.16 1.26 2.17 2.13 2.89
12/01/1994 -0.41 2.22 2.11 1.96 2.02 1.86 1.65 1.66 1.46 1.33 1.19 0.96 1.88 1.95 2.7
01/01/1995 -0.3 -0.93 2.43 2.25 2.03 2.04 1.82 1.58 1.56 1.4 1.26 1.11 1.89 1.89 2.85
02/01/1995 -0.05 -0.33 -0.73 2.26 2.16 1.96 1.87 1.67 1.4 1.42 1.24 1.11 1.68 1.62 2.8
03/01/1995 -0.09 -0.2 -0.33 -0.6 1.86 1.77 1.62 1.56 1.4 1.22 1.29 1.06 1.71 1.48 2.87
04/01/1995 0.01 -0.24 -0.36 -0.42 -0.68 1.81 1.74 1.55 1.47 1.32 1.14 1.23 1.72 1.6 2.54
05/01/1995 -1.61 -1.1 -1.11 -1.22 -1.12 -1.42 1.38 1.31 1.13 1.05 0.87 0.7 0.25 1.44 2.35
06/01/1995 0.9 -0.43 -0.47 -0.54 -0.66 -0.68 -0.93 1.41 1.35 1.19 1.12 0.97 0.29 1.28 1.98
07/01/1995 -0.17 0.6 -0.51 -0.57 -0.63 -0.74 -0.75 -0.99 1.29 1.22 1.08 1 0.38 1.23 1.88
08/01/1995 -0.64 -0.75 0.38 -0.65 -0.68 -0.72 -0.82 -0.83 -1.07 1.2 1.11 0.97 0.44 1.1 1.7
09/01/1995 2.03 1.73 1.56 1.42 0.48 0.31 0.15 0.05 -0.06 -0.28 1.76 1.71 1.04 1.72 2.05
10/01/1995 0.13 1.2 1.11 1 1.23 0.36 0.2 0.04 -0.07 -0.18 -0.41 1.9 1.29 1.71 2.06
11/01/1995 -1.79 -1.01 0.26 0.13 0 0.27 -0.33 -0.46 -0.58 -0.68 -0.75 -0.98 0.6 0.22 1.39
12/01/1995 -0.7 -1.58 -1.37 -0.1 -0.27 -0.38 -0.06 -0.63 -0.74 -0.84 -0.93 -0.99 0.53 0.01 1.14
01/01/1996 0.21 -0.66 -1.39 -1.39 -0.12 -0.28 -0.37 -0.05 -0.59 -0.73 -0.83 -0.92 0.64 0.15 1.11
02/01/1996 0.45 0.33 -0.2 -1.03 -1.16 -0.03 -0.15 -0.24 0.04 -0.47 -0.58 -0.67 0.73 0.31 0.94
03/01/1996 0.14 0.25 0.23 -0.12 -0.8 -0.92 -0.03 -0.13 -0.22 0.03 -0.45 -0.52 0.83 0.4 0.85
04/01/1996 0.89 0.73 0.76 0.64 0.37 -0.31 -0.44 0.38 0.28 0.19 0.38 -0.1 1.2 0.8 1.26
05/01/1996 0.11 0.71 0.58 0.65 0.57 0.3 -0.4 -0.58 0.32 0.21 0.11 0.32 -0.64 0.68 1.27
06/01/1996 -0.48 -0.29 0.34 0.26 0.32 0.31 0.05 -0.56 -0.74 0.07 -0.03 -0.11 -0.61 0.62 0.94
07/01/1996 -0.64 -0.92 -0.44 0.17 0.12 0.18 0.19 -0.07 -0.66 -0.84 -0.05 -0.15 -0.63 0.61 0.88
08/01/1996 -0.04 -0.74 -0.91 -0.52 0.1 0.05 0.11 0.13 -0.13 -0.71 -0.89 -0.11 -0.58 0.62 0.83
09/01/1996 0.47 0.18 -0.38 -0.71 -0.43 0.11 0.06 0.12 0.14 -0.13 -0.72 -0.87 -0.51 0.73 0.92
10/01/1996 -0.21 -0.16 -0.35 -0.7 -1.13 -0.88 -0.24 -0.26 -0.16 -0.11 -0.41 -1.05 -0.65 0.69 0.85
11/01/1996 0.04 -0.36 -0.29 -0.41 -0.6 -0.86 -0.73 -0.29 -0.32 -0.25 -0.22 -0.5 -0.32 -0.95 -0.06
12/01/1996 -0.94 -0.46 -0.81 -0.75 -0.93 -1.08 -1.28 -1.1 -0.61 -0.63 -0.55 -0.5 -0.81 -1.02 -0.3
01/01/1997 1.74 0.91 0.36 0.03 0.05 -0.05 -0.2 -0.43 -0.38 0 -0.03 0.03 -0.24 -0.6 0.07
02/01/1997 1.14 1.77 1.24 0.74 0.47 0.47 0.39 0.24 0 -0.02 0.33 0.29 0.14 -0.3 0.33
03/01/1997 1.97 1.99 2.19 1.93 1.46 1.32 1.31 1.27 1.11 0.85 0.77 1.04 0.33 0.39 0.88
04/01/1997 -2.22 0.57 1 1.4 1.16 0.86 0.69 0.67 0.62 0.48 0.25 0.22 -0.12 0.03 0.73
05/01/1997 0.06 -1.36 0.42 0.84 1.31 1.05 0.8 0.63 0.63 0.57 0.41 0.17 0.28 0.29 0.58
06/01/1997 1.74 1.26 0.2 1.17 1.48 1.78 1.59 1.35 1.28 1.26 1.23 1.06 0.97 0.69 1.13
07/01/1997 2.04 2.25 1.73 0.86 1.63 1.92 2.15 1.97 1.72 1.71 1.7 1.67 1.36 1.15 1.48
08/01/1997 -1.39 1.61 1.96 1.57 0.73 1.5 1.77 2.03 1.85 1.62 1.59 1.57 1.21 1.12 1.51
09/01/1997 0.88 0.46 1.66 2.09 1.6 0.86 1.62 1.88 2.16 2 1.74 1.69 1.35 0.72 1.64
10/01/1997 -0.21 0.11 -0.15 0.87 1.81 1.52 0.68 1.69 1.96 2.29 2.04 1.77 1.05 0.59 1.5
11/01/1997 -0.01 -0.4 -0.13 -0.31 0.44 1.17 1 0.37 1.21 1.49 1.87 1.64 0.83 0.74 0.16
12/01/1997 -0.02 -0.15 -0.51 -0.28 -0.49 0.29 1.04 0.9 0.26 1.08 1.36 1.75 0.99 0.87 0.19
01/01/1998 2.29 1.97 0.93 0.63 0.76 0.66 1.24 1.82 1.57 1.07 1.81 2.08 1.76 1.37 0.66
02/01/1998 1.92 2.64 2.43 1.61 1.43 1.53 1.42 1.86 2.23 2.01 1.57 2.22 2.18 1.73 1.04
03/01/1998 -0.47 0.97 1.71 1.62 1.18 1.01 1.12 1.03 1.48 1.92 1.78 1.27 2 1.68 1.01
04/01/1998 0.31 -0.2 0.91 1.6 1.58 1.21 1.08 1.17 1.08 1.53 1.99 1.84 2.08 1.5 1.16
05/01/1998 0.94 0.77 0.35 1.26 1.87 1.86 1.53 1.49 1.59 1.51 1.95 2.4 2.56 1.9 1.64
06/01/1998 0.14 0.63 0.56 0.22 0.98 1.59 1.56 1.3 1.23 1.33 1.25 1.67 2.48 2.04 1.58
07/01/1998 0.37 0.06 0.55 0.52 0.2 0.93 1.54 1.49 1.24 1.17 1.27 1.2 2.16 2.1 1.6
08/01/1998 -0.24 -0.07 -0.1 0.43 0.42 0.11 0.83 1.45 1.4 1.16 1.08 1.18 1.85 2.06 1.64
09/01/1998 0.09 -0.27 -0.36 -0.31 0.31 0.32 0.03 0.76 1.41 1.36 1.12 1 1.24 2.01 1.18
10/01/1998 -0.3 -0.45 -0.7 -0.78 -0.87 -0.08 -0.02 -0.35 0.56 1.36 1.27 1.01 1.68 1.87 0.99
11/01/1998 -0.22 -0.65 -0.69 -0.86 -0.85 -0.89 -0.29 -0.26 -0.52 0.22 0.97 0.88 1.37 1.52 1.05
12/01/1998 0.35 -0.1 -0.52 -0.61 -0.8 -0.77 -0.79 -0.27 -0.23 -0.47 0.24 0.96 0.95 1.74 1.16
01/01/1999 -0.33 -0.16 -0.4 -0.8 -0.86 -1.04 -0.97 -0.97 -0.4 -0.37 -0.61 0.12 0.43 1.42 1.14
02/01/1999 -1.92 -1.35 -0.97 -1 -1.44 -1.48 -1.6 -1.49 -1.37 -0.77 -0.73 -0.95 0.19 1.02 0.92
03/01/1999 0.26 -0.6 -0.66 -0.54 -0.71 -1.07 -1.14 -1.24 -1.19 -1.16 -0.68 -0.61 0.13 0.52 0.97
04/01/1999 -0.01 0 -0.7 -0.71 -0.64 -0.82 -1.2 -1.23 -1.34 -1.28 -1.25 -0.78 0.21 0.87 0.79
05/01/1999 0.45 0.17 0.16 -0.45 -0.5 -0.46 -0.73 -1.19 -1.24 -1.37 -1.29 -1.25 0.42 1.04 0.86
06/01/1999 -0.77 -0.07 -0.2 -0.14 -0.67 -0.7 -0.68 -0.9 -1.32 -1.37 -1.49 -1.42 0.28 0.34 0.91
07/01/1999 0.67 -0.28 0.05 -0.11 -0.07 -0.58 -0.62 -0.59 -0.82 -1.21 -1.27 -1.38 -0.34 -0.05 0.99
08/01/1999 0.2 0.38 -0.3 0 -0.15 -0.11 -0.59 -0.64 -0.62 -0.84 -1.22 -1.27 -0.91 0 1.03
09/01/1999 0.77 0.54 0.57 -0.06 0.14 -0.02 0 -0.47 -0.54 -0.53 -0.75 -1.1 -0.67 -0.03 1.06
10/01/1999 1.33 1.36 1.36 1.46 1.02 1 0.86 0.81 0.31 0.15 0.18 -0.11 -0.17 0.59 1.42
11/01/1999 0.26 1 1.03 1.01 1.04 0.72 0.73 0.64 0.63 0.24 0.12 0.13 -0.49 0.59 1.33
12/01/1999 -1.53 -0.37 0.51 0.6 0.58 0.61 0.3 0.38 0.26 0.27 -0.12 -0.23 -0.79 0.46 1.28
01/01/2000 0.88 -0.3 -0.09 0.79 0.87 0.86 0.86 0.53 0.58 0.49 0.49 0.1 -0.6 0.09 1.17
02/01/2000 0.24 0.63 -0.13 -0.07 0.78 0.86 0.82 0.82 0.5 0.55 0.46 0.46 -0.48 -0.35 1.01
03/01/2000 2.44 2 1.87 1.51 1.21 1.83 1.89 1.87 1.84 1.51 1.5 1.39 0.62 0.63 1.2
04/01/2000 -0.94 1.41 1.31 1.3 0.97 0.81 1.5 1.53 1.5 1.48 1.18 1.19 0.46 0.33 1.4
05/01/2000 -1.3 -1.85 0.64 0.62 0.78 0.39 0.31 1.09 1.17 1.15 1.13 0.8 0.31 -0.3 1.22
